347,Natural catastrophe insurance: How should the government intervene?,user1
348,Natural convection and entropy generation in a nanofluid filled cavity with thick bottom wall: Effects of non-isothermal heating,test
349,Neuropsychological Behavioral Inhibition System (BIS) and Behavioral Approach System (BAS) Assessment: A Shortened Sensitivity to Punishment and Sensitivity to Reward Questionnaire Version (SPSRQ–20),user1
350,New Acridine-Based Tridentate Ligand for Ruthenium(II): Coordination with a Twist,user1
351,New Double-Chain and Aromatic (α-Hydroxyalkyl)phosphorus Amphiphiles,user1
352,New Heroines for New Causes: how provincial women promoted a revisionist history through post-suffrage pageants,user2
353,"""New complexes of manganese (II)",user2
354,Newmark sliding block model for pile-reinforced slopes under earthquake loading,user2
355,"""Nicht einfach nur End-zu-Seit",user2
356,"""No Evidence for a Sustained Increase in Sexually Transmitted Diseases Among Heterosexuals in Amsterdam",user3
357,No plantation work here: contemporary HR practices in Caribbean hotels,test
358,Non-recurrent SEPT9 duplications cause hereditary neuralgic amyotrophy,user1
359,Nonlinear Finite-Element Modeling Analysis of Soil-Pipe Interaction,user2
360,Novel sequence variants of viral hexon and fibre genes in two dogs with canine adenovirus type 1-associated disease,user3
361,"""Nuclear",user1
362,OCCI-IoT: An API to Deploy and Operate an IoT Infrastructure,test
363,Observations of the Icy Universe,user3
364,On a Probable Catalytic Interaction between Magnetite (Fe3O4) and Petroleum,user2
365,On the FE modeling of soil–blade interaction in tillage operations,test
366,On the behavior of radial joints in segmental tunnel linings,user3
367,On the capabilities and limitations of harmony search for parameter estimation in vapor–liquid equilibrium modeling,test
368,On the concept of earthquake resistant hybrid steel frames,user2
369,On the interaction between differential rotation and magnetic fields in the Sun,user2
370,On the pH and concentration response of an evanescent field absorption sensor using a coiled-shape plastic optical fiber,user1
371,On the return period of the 2003 heat wave,test
372,On the validity condition of the chi-squared test in 2×2 tables,test
373,On-line Remote EKG as a Web Service,user3
374,One-dimensional disordered photonic structures with two or more materials,user3
375,Optical wafer metrology sensors for process-robust CD and overlay control in semiconductor device manufacturing,user2
376,Optimal regulation of renewable energy: A comparison of Feed-in Tariffs and Tradable Green Certificates in the Spanish electricity system,user2
377,Optimal transport on large networks a practitioner guide,user3
378,Optimization of GFRP reinforcement in precast segments for metro tunnel lining,user2
379,Optimizing the Radio Network Parameters of the Long Term Evolution System Using Taguchi's Method,test
380,PROBOSCIDEAN RESOURCES AND THE ENGINEERING OF ACHEULEAN LITHIC TECHNOLOGY,user2
381,Parallel Sparse Matrix-Matrix Multiplication and Indexing: Implementation and Experiments,user1
382,Pareto models for risk management,user3
383,Partial resistance to Wheat dwarf virus in winter wheat cultivars,user1
384,"""Patterns and Predictors of Return to Work After Major Trauma: A Prospective",user1
385,Performance of Stochastic Global Optimization Methods in the Calculation of Phase Stability Analyses for Nonreactive and Reactive Mixtures,user2
386,Performance of fluorescence spectroscopy for beef meat authentication: Effect of excitation mode and discriminant algorithms,user3
387,"""Perinatal 2",test
388,Personalized management of patients with solid cancers: moving from patient characteristics to tumor biology,user1
389,"""Phase I dose escalation study of weekly ixabepilone",user1
390,"""Phase I safety and pharmacokinetics of BAY 43-9006 administered for 21 days on/7 days off in patients with advanced",user3
391,"""Phase I trial of volasertib",user1
392,Phase diagram of a probabilistic cellular automaton with three-site interactions,user1
393,"""Phase diagrams of site-frustrated Heisenberg models on simple cubic",user1
394,Physical properties of a new Deep Eutectic Solvent based on lithium bis[(trifluoromethyl)sulfonyl]imide and N-methylacetamide as superionic suitable electrolyte for lithium ion batteries and electric double layer capacitors,user2
395,Physician's Preference-based Instrumental Variable Analysis: Is It Valid and Useful in a Moderate-sized Study?,test
396,Physician's Prescribing Preference as an Instrumental Variable: Exploring Assumptions Using Survey Data,test
397,Plastid transcription: a menage à trois?,user1
398,Political Contributions and Public Procurement: Evidence from Lithuania,test
399,Polymeric-SiO2-PCMs for improving the thermal properties of gypsum applied in energy efficient buildings,user1
400,Positive psychology interventions in breast cancer. A systematic review,user2
401,Positive selection in MAOA gene is human exclusive: determination of the putative amino acid change selected in the human lineage,test
402,Possible evidence for a methane source in Enceladus' ocean,user1
403,Postmitotic diversification of olfactory neuron types is mediated by differential activities of the HMG‐box transcription factor SOX‐2,user2
404,Postoperatives Cholesterin und Erythroblasten als Parameter der perioperativen Sterblichkeit nach herzchirurgischen Eingriffen,user2
405,Potential Cardiovascular Disease Events Prevented with Adoption of the 2017 American College of Cardiology/American Heart Association Blood Pressure Guideline,test
406,Potential Deaths Averted and Serious Adverse Events Incurred From Adoption of the SPRINT (Systolic Blood Pressure Intervention Trial) Intensive Blood Pressure Regimen in the United States,user1
407,Potential bioaccessibility and functionality of polyphenols and cynaropicrin from breads enriched with artichoke stem,user1
408,Potential energy surfaces for ground and excited electronic states of the CF3I molecule and their relevance to its A-band photodissociation,test
409,Potential involvement of the IL-33–ST2 axis in the pathogenesis of primary Sjögren's syndrome,user2
410,Potential of fluorescence spectroscopy to predict fatty acid composition of beef,user3
411,"""Potential oligogenic disease of mental retardation",user1
412,Power-dependent speciation of volatile organic compounds in aircraft exhaust,user2
413,Practice Makes Perfect: Meditation and the Exchange of Spiritual Capital,user2
414,Practice Variations in Home Health Care,user3
415,Precast tunnel segments with GFRP reinforcement,test
416,Prediction of Driving after Stroke: A Prospective Study,user2
417,Prediction of Premixed Flame Dynamics Using Large Eddy Simulation With Tabulated Chemistry and Eulerian Stochastic Fields,user1
418,Prediction of Premixed Flame Dynamics Using Les with Tabulated Chemistry and Eulerian Stochastic Fields,user3
419,Prediction of free recall from word-association measures: A replication.,user3
420,Prediction of the chromatographic retention of acid–base compounds in pH buffered methanol–water mobile phases in gradient mode by a simplified model,user3
421,Predictive Factor Analysis of Response-Adapted Radiation Therapy for Chemotherapy-Sensitive Pediatric Hodgkin Lymphoma: Analysis of the Children's Oncology Group AHOD 0031 TrialDoes Bleomycin Lung Toxicity Increase the Risk of Radiation Pneumonitis in Hodgkin Lymphoma?,test
422,Predictors of driving in individuals with relapsing–remitting multiple sclerosis,user1
423,Preparation and characteristics of agricultural waste activated carbon by physical activation having micro- and mesopores,test
424,Preparation of Arylsulfone Derivative of Polystyrene with P-Toluene Sulfonyl Chloride,user3
425,Preparation of CO2 activated carbon from corncob for monoethylene glycol adsorption,user1
426,Preparation of Polymer Supported Phosphine Ligands by Metal Catalyzed Living Radical Copolymerization and Their Application to Hydroformylation Catalysis,test
427,Preparation of phosphine-functionalized polystyrene stars by metal catalyzed controlled radical copolymerization and their application to hydroformylation catalysis,user2
428,Prevalence and predictors of return visits to pediatric emergency departments,user1
429,Prevalence of Personality Disorders Among Combat Veterans with Posttraumatic Stress Disorder,user2
430,Prevalence of anaphylaxis among adults admitted to critical care for severe asthma exacerbation,user2
431,Prevalence of and Risk Factors for Human Rhinovirus Infection in Healthy Aboriginal and Non-Aboriginal Western Australian Children,user1
432,Preventing the Collision of Requests From Slave Clocks in the Precision Time Protocol (PTP),test
433,Prevention of Catalyst Deactivation in the Hydrogenolysis of Glycerol by Ga2O3-Modified Copper/Zinc Oxide Catalysts,user3
434,Principal Schottky Bundles over Riemann surfaces,user3
435,Privacy-preserving anomaly detection in cloud with lightweight homomorphic encryption,test
436,Privacy-preserving anomaly detection in the cloud for quality assured decision-making in smart cities,user3
437,Proactive or Protective? Dimensions of and Advocacy Activities Associated with Reported Policy Change by Nonprofit Organizations,user1
438,Probe station testing of large area silicon drift detectors,user2
439,Problems and Concerns of Welfare Paraprofessionals Working with Refugees,user3
440,Producing molten metal droplets smaller than the nozzle diameter using a pneumatic drop-on-demand generator,user3
441,Production of Diesel-Like Fuel and Other Value-Added Chemicals from Pyrolysis of Animal Fat,test
442,Productive organizational energy mediates the impact of organizational structure on absorptive capacity,user1
443,Prognostic yield of esophageal manometry in chronic intestinal pseudo‐obstruction: a retrospective cohort of 116 adult patients,user3
444,Progress in Nurturing Human Well-Being,user1
445,Promoting renewable energy through capacity markets: An analysis of the Russian support scheme,user2
446,Protection from harm: the experience of adults after therapy with prolonged‐speech,user2
447,Protective Effect of Seleno-l-Methionine on Cyclophosphamide-Induced Urinary Bladder Toxicity in Rats,user3
448,Protective Effect of Zinc on Cyclophosphamide-Induced Hematoxicity and Urotoxicity,test
449,Protective Effects of Boron on Cyclophosphamide-Induced Bladder Damage and Oxidative Stress in Rats,user3
450,Protective effects of the standardized extract of Zingiber officinale on myocardium against isoproterenol-induced biochemical and histopathological alterations in rats,test
451,Proteomic footprint of myocardial ischemia/reperfusion injury: Longitudinal study of the at-risk and remote regions in the pig model,user1
452,Psychological and clinical correlates of posttraumatic growth in cancer: A systematic and critical review,user3
453,Psychometric issues associated with computerised neuropsychological assessment of concussed athletes,user2
454,"""Psychometric properties and factor structure of the Italian version of the """"Aston Team Performance Inventory""""""",user2
455,Punching shear behavior of lightweight fiber reinforced concrete slabs,user1
456,Pyrazolic palladium compounds containing alcohol functionality: hindered rotation around PdN bond,user2
457,Pyrolysis of Waste Fryer Grease in a Fixed-Bed Reactor,user1
458,Pyrolytic behaviour of microcystins and microcystin-spiked algal blooms,user3
459,Quantification of the Impact of Uncertainties in Operating Conditions on the Flame Transfer Function With Nonintrusive Polynomial Chaos Expansion,user2
460,Quantitative analysis of product categorization in soft drinks using bottle silhouettes,user2
461,"""Quantitative characterisation of processed phlogopite ore from Silver City Dome District",user3
462,Quantitative genetic analysis of blood pressure reactivity to orthostatic tilt using principal components analysis,user1
463,Quantum Efficiency of Organic Solar Cells: Electro-Optical Cavity Considerations,test
464,Quantum effects of a massive 3-form coupled to a Dirac field,user2
465,"""Quantum fluctuations of a """"constant"""" gauge field""",test
466,Quantum state smoothing: Why the types of observed and unobserved measurements matter,test
467,Quantum state tomography with time-continuous measurements: reconstruction with resource limitations,user3
468,Quark mixing renormalization effects in the determination of |Vtq|,user1
469,Quark-mixing renormalization effects in the determination of the CKM parameters |Vij|,user2
470,Quasicrystalline and Rational Approximant Wave Patterns in Hydrodynamic and Quantum Nested Wells,user1
471,Quasistationary distributions for the Domany-Kinzel stochastic cellular automaton,user3
472,Quotients on the Sato Grassmannian and the moduli of vector bundles,user2
473,R-parity breaking and cosmological consequences,user1
474,RELIABILITY AND FACTORIAL VALIDITY OF THE WALLACH‐KOGAN CREATIVITY TESTS,user3
475,RNA Polymerase III Advances: Structural and tRNA Functional Views,user2
476,"""RNA Polymerase III Output Is Functionally Linked to tRNA Dimethyl-G26 ModificationWhy tRNAs overproduced in the absence of Maf1",user1
477,RUSTEC: Greening Europe's energy supply by developing Russia's renewable energy potential,user3
478,Racial and Ethnic Disparities in the Outcomes of Elderly Home Care Recipients,test
479,Radiation protection for surgeons and anesthetists: practices and knowledge before and after training,user1
480,Radio emission from shell-type supernova remnants,user1
481,Raman and IR studies of the effect of Fe substitution in hydroxyapatites and deuterated hydroxyapatite,user3
482,Random Machines: A bagged-weighted support vector model with free kernel choice,test
483,Rationality of executive compensation schemes and real accounting changes,user2
484,Re-Os and HSE in individual base metal sulfide grains: Evaluating micro-analytical procedures using a sulfide reference material,test
485,"""Reaction of platinum(II) derivatives with 1-hydroxyalkyl-3",user1
486,Reading a water menu: Bottled water and the cultivation of taste,test
487,Real-time Quadrifocal Visual Odometry,test
488,Real-time Secure Health Surveillance for Smarter Health Communities,test
489,Real-time markerless tracking for augmented reality: the virtual visual servoing framework,user1
490,Realizing Uncertainty-Aware Timing Stack in Embedded Operating System,user1
491,Realizing the significance of socio-economic triggers for mental health outcomes in India,user1
492,Recent Advances on Solar Global Magnetism and Variability,user3
493,"""Recent Developments in the Scope",user3
494,Receptors Mediating Endothelin-1-Induced Contractions of Rabbit Gallbladder,user3
495,"""Recessive VARS2 mutation underlies a novel syndrome with epilepsy",user1
496,Reconstructing the early 19th‐century Waal River by means of a 2D physics‐based numerical model,test
497,Recovery of gold from gold slag by wood shaving fly ash,user3
498,Recycling Perovskite Solar Cells To Avoid Lead Waste,user3
499,Recycling of crystal mush-derived melts and short magma residence times revealed by U-series disequilibria at Stromboli volcano,user1
500,Reducing Stereotype Threat With Embodied Triggers: A Case of Sensorimotor–Mental Congruence,user2
501,Reducing conditions differentially affect the functional and structural properties of group-I and -II metabotropic glutamate receptors,user1
502,"""Reduction of Tris(benzene-1",test
503,Reduction of soil contamination by cypermethrin residues using phytoremediation with Plantago major and some surfactants,test
504,Reduction to a symmetric predicate,user2
505,Reductions in aircraft particulate emissions due to the use of Fischer–Tropsch fuels,user2
506,Reflective Sociocultural Psychology: Lost and Found in Collaboration with Funding Agencies and ICT Experts,test
507,Regional state capacity and the optimal degree of fiscal decentralization,user2
508,Regional study of acid hydrolases and lysosomal membrane properties in the normal human brain at various ages,user2
509,Register oder randomisierte Studien,test
510,Regulation of Cell Proliferation by Insulin-like Growth Factor 1 in Hyperoxia-Exposed Neonatal Rat Lung,user3
511,Regulation of the transcriptome by ER stress: non-canonical mechanisms and physiological consequences,user3
512,Relationship between effortful motivation and neurocognition in schizophrenia,user3
513,Relationships between subject matter characteristics and the structure and output of university departments.,user3
514,Relic neutralino densities and detection rates with nonuniversal gaugino masses,user2
515,Religion as Dialogical Resource: A Socio-cultural Approach,test
516,"""Renal angioplasty causes a rapid transient increase in inflammatory biomarkers",test
517,"""Renegotiating the Empire",user1
518,"""Renegotiating the empire",test
519,"""Renegotiating the empire",user2
520,Renormalized stress tensor for massive fields in Kerr-Newman spacetime,user2
521,Reorienting a paediatric oral health service towards prevention: lessons from a qualitative study of dental professionals,user2
522,Repositioning Students in Initial Teacher Preparation: A Comparative Descriptive Analysis of Learning to Teach for Social Justice in the United States and in England,user1
523,"""Reprint of """"Vitamin D deficiency in pregnant women impairs regulatory T cell function""""""",test
524,Reproducibility in Psychology: Theoretical Distinction of Different Types of Replications,user3
525,Repurposing FDA-approved drugs as therapeutics to treat Rift Valley fever virus infection,user3
526,Research as Artisanship versus Research as Generation of Novelty: The March to Nowhere,test
527,Research of beef-meaty aroma compounds from yeast extract using carbon module labeling (CAMOLA) technique,test
528,Resisting the Impositional Potential of Student Voice Work: Lessons for liberatory educational research from poststructuralist feminist critiques of critical pedagogy,test
529,Resistivity surveys near a waste-disposal site in the Qasr Tuba area of central Jordan,test
530,Resolving conflicting objectives in the management of the Plastiras Lake: can we quantify beauty?,user2
531,Resolving structures of transition metal complex reaction intermediates with femtosecond EXAFS,user2
532,"""Respecting voices: how the co-creation of teaching and learning can support academic staff",user3
533,Respiratory sensitization: toxicological point of view on the available assays,user2
534,Respiratory viruses in young South African children with acute lower respiratory infections and interactions with HIV,user2
535,Responding to sex-based discrimination: Gender differences in perceived discrimination and implications for legal decision making,test
536,Results from the TARC experiment: spallation neutron phenomenology in lead and neutron-driven nuclear transmutation by adiabatic resonance crossing,user3
537,Rethinking Outreach: Collaboration Is Key for Herbicide-Resistance Management,user1
538,Retinal vascular abnormalities in schizophrenia and bipolar disorder: A window to the brain,user3
539,Retinal vascular fractal dimension in bipolar disorder and schizophrenia,user2
540,Retinal vascular tortuosity in schizophrenia and bipolar disorder,test
541,Retroauricular Transmeatal Approach to Manage Mandibular Condylar Head Fractures,user3
542,Revascularisation of renal artery stenosis caused by fibromuscular dysplasia: effects on blood pressure during 7-year follow-up are influenced by duration of hypertension and branch artery stenosis,test
543,Reverse translated and gold standard continuous performance tests predict global cognitive performance in schizophrenia,user2
544,Reversed Brayton cycle for food freezing at very low temperatures: Energy performance and optimisation,user3
545,Review of A comparative study of those who accept as against those who reject religious authority; A comparative study of those who report the experience of the divine presence and those who do not; Biblical information in relation to character.,user1
546,"""Review of Creativity",test
547,"""Review of plant-vanadium physiological interactions",user1
548,Rhinovirus species and clinical features in children hospitalised with pneumonia from Mozambique,test
549,Ribosomal Protein L19 Is a Prognostic Marker for Human Prostate Cancer,user3
550,Rift-margin extensional forced folds and salt tectonics in the eastern Basque-Cantabrian rift basin (western Pyrenees),user3
551,Rise of the Machines: Algorithmic Trading in the Foreign Exchange Market,test
552,Rising incidence of ageing opioid users within the EU wide treatment demand indicator; The Irish opioid epidemic from 1996 to 2014,user1
553,Robust stabilization of discrete-time jump linear systems with multiplicative noise,user2
554,Robust stabilization of jump linear systems subject to structured uncertainties in the state and input matrices,user3
555,Robust stabilization of jump linear systems with multiplicative noise,user1
556,Role of Macrophage Inhibitory Cytokine-1 in Tumorigenesis and Diagnosis of Cancer,user1
557,Role of W-ino content in neutralino dark matter,test
558,Role of aromatic amino acid tryptophan UVA-photoproducts in the determination of drug photosensitization mechanism: a comparison between methylene blue and naproxen,user3
559,Role of matrix metalloprotease-9 in hyperoxic injury in developing lung,user3
560,Role of sex hormone-binding globulin in the relationship between sex hormones and antisocial and aggressive personality in inmates,user2
561,Rosetta following a living comet,user2
562,Rosetta mission operations for landing,test
563,Rosetta operations at the comet,user1
564,Rosetta visits asteroid (21)Lutetia,test
565,Rufloxacin induced photosensitization in bio-models of increasing complexity,test
566,Rufloxacin-induced photosensitization in yeast,test
567,SERS and theoretical studies of arginine,user2
568,"""SERS",user1
569,SLO BK Potassium Channels Couple Gap Junctions to Inhibition of Calcium Signaling in Olfactory Neuron Diversification,user1
570,SPROUTY-2 and E-cadherin regulate reciprocally and dictate colon cancer cell tumourigenicity,user1
571,SPROUTY-2 represses the epithelial phenotype of colon carcinoma cells via upregulation of ZEB1 mediated by ETS1 and miR-200/miR-150,user1
572,SU‐D‐206‐05: A Critical Look at CBCT‐Based Dose Calculation Accuracy as It Is Applied to Adaptive Radiotherapy,user3
573,SU‐E‐T‐489: Incorporating Skin Flash Into VMAT WBI: Impacts On Surface Dosimetry,user1
574,SU‐FF‐I‐78: Effective Doses in Whole Body and Brain PET/CT Procedures of Adult Patients,test
575,SU‐F‐I‐35: Establishment of DRL and Dose Indicators for Optimization of Protectionin Pediatric CT in Saudi Arabia,user3
576,SU‐F‐T‐520: Dosimetric Comparison of Radiation Treatment Plans for Whole Breast Irradiation Between 3D Conformal in Prone and Supine Positions Vs. VMAT and IMRT in Supine Positions,user3
577,Salted cod manufacturing: influence of salting procedure on process yield and product characteristics,user3
578,Same difference: Transdisciplinary concepts and skills in artistic practice to minimise communication breakdown in art practice when misusing a common language,user2
579,Scalar dark matter from theory space,user1
580,Scale-up production of vitamin loaded heteroprotein coacervates and their protective property,test
581,Scaling exponents of rough surfaces generated by the Domany-Kinzel cellular automaton,test
582,SecSens: Secure State Estimation with Application to Localization and Time Synchronization,user2
583,Secondary Air System Component Modeling for Engine Performance Simulations,user3
584,Sector-wide or disease-specific? Implications of trends in development assistance for health for the SDG era,test
585,Secular trends in blood pressure during early-to-middle adulthood: the Fels Longitudinal Study,user1
586,Sediment Concentrations of Trace Metals in the Berre Lagoon (France): An Assessment of Contamination,user1
587,"""Sedimentary facies analysis of the Mesozoic clastic rocks in Southern Peru (Tacna",test
588,"""Sedimentary facies and stratigraphic architecture in coarse-grained deltas: Anatomy of the Cenozoic Camaná Formation",user3
589,Seismic tests for solar models withtachocline mixing,user2
590,Selecting the best performing fire weather indices for Austrian ecoregions,user1
591,Selection of Natural Peptide Ligands for Copper-Catalyzed Azide–Alkyne Cycloaddition Catalysis,user2
592,"""Selective hydrogenation of 1",user3
593,Selective hydrogenolysis of glycerol over copper catalysts both in liquid and vapour phase: Correlation between the copper surface area and the catalyst's activity,user3
594,Selective reaction of methoxyamine with cytosine bases in tyrosine transfer ribonucleic acid,test
595,Selectively Impaired Associative Learning in Older People with Cognitive Decline,test
596,Seleno l-Methionine Acts on Cyclophosphamide-Induced Kidney Toxicity,user3
597,Self-Assembly and Phase Behavior of New (α-Hydroxyalkyl)phosphorus Amphiphiles,user2
598,Self-Assembly of Protein Monolayers Engineered for Improved Monoclonal Immunoglobulin G Binding,user1
599,Self-Capacitance of Single-Layer Inductors With Separation Between Conductor Turns,user3
600,Self-assembly of novel macrocyclic aminomethylphosphines with hydrophobic intramolecular cavities,user3
601,Self-similarity of Low-p T cumulative pion production in proton-nucleus collisions at U70,user2
602,Self-similarity of high-p T cumulative hadron production in p + A collisions at high energies at U70,test
603,Self-similarity of low-p T cumulative pion production in proton-nucleus collisions at high energies,user1
604,Self‐modelling as a relapse intervention following speech‐restructuring treatment for stuttering,user3
605,Sensitivity enhancement of a surface plasmon resonance sensor using porous metamaterial layers,test
606,SentEval: An Evaluation Toolkit for Universal Sentence Representations,test
607,"""Seroprevalence of Fasciola hepatica infection in cattle and sheep in the province of Kars",user2
608,Setup and validation of shake-flask procedures for the determination of partition coefficients (log D) from low drug amounts,user1
609,Severe Salt-Losing 3β-Hydroxysteroid Dehydrogenase Deficiency: Treatment and Outcomes of HSD3B2 c.35G>A Homozygotes,user2
610,Sex-specific impact of socio-economic factors on suicide risk: a population-based case–control study in Denmark,user3
611,Shale gas transmission and housing prices,user3
612,Shişr 043 (IIIAB medium octahedrite): The first iron meteorite from the Oman desert,user2
613,Shopping or Specialization? Venue Targeting among Nonprofits Engaged in Advocacy,user1
614,Short-Term Impact of a Multimedia Communication Campaign on Children's Physical Activity Beliefs and Behavior,user1
615,Shrub shading moderates the effects of weather on arthropod activity in arctic tundra,user1
616,Silver Nanocrystals: Self-Organization and Collective Properties,user2
617,Silver complexes stabilized by large silanethiolate ligands – crystal structures and luminescence properties,test
618,Simulation of the capabilities of an orbiter for monitoring the entry of interplanetary matter into the terrestrial atmosphere,user3
619,Simultaneous Le Fort I Osteotomy and Computer-Guided Implant Placement,user2
620,Simultaneous application of two laser-induced fluorescence approaches for film thickness measurements in annular gas-liquid flows,user1
621,Simultaneous continuous measurement of non-commuting observables: quantum state correlations,user1
622,Simultaneous enhancement of charge generation quantum yield and carrier transport in organic solar cells,user2
623,Simultaneous inferences: new method of maximum combination,user3
624,Single-shot characterization of ultrashort light pulses,user3
625,Single‐Crystalline La0.7Sr0.3MnO3 Nanowires by Polymer‐Template‐Directed Chemical Solution Synthesis,user2
626,"""Site selection for drinking-water pumping boreholes using a fuzzy spatial decision support system in the Korinthia prefecture",test
627,Size Exclusion Redox‐Labeled Immunoassay (SERI): A New Format for Homogeneous Amperometric Creatinine Determination,user1
628,Size distribution of supernova remnants and the interstellar medium: the case of M 33,user3
629,Size-exclusion HPLC as a sensitive and calibrationless method for complex peptide mixtures quantification,user3
630,Sleep behavior assessment via smartwatch and stigmergic receptive fields,user1
631,Small Molecule Probes of Cellular Pathways and Networks,user2
632,Small droplet formation in a pneumatic drop-on-demand generator: Experiments and analysis,user3
633,"""Small molecule purine and pseudopurine derivatives: synthesis",user3
634,Small molecules discovered in a pathway screen target the Rho pathway in cytokinesis,user2
635,Small-angle X-ray scattering study of oil- and deposit-asphaltene solutions,user3
636,Smart antenna technologies for future wireless systems: trends and challenges,test
637,Smoothened Regulation: A Tale of Two Signals,user1
638,Sn ion energy distributions of ns- and ps-laser produced plasmas,test
639,Snail Problems in African Schistosomiasis,test
640,Social inequities in vaccination coverage among infants and pre-school children in Europe and Australia – a systematic review,user3
641,Sodium MRI in Multiple Sclerosis is Compatible with Intracellular Sodium Accumulation and Inflammation-Induced Hyper-Cellularity of Acute Brain Lesions,user1
642,Softening the ultra-stiff: Controlled variation of Young's modulus in single-crystal diamond by ion implantation,test
643,Soil microbial community assembly precedes vegetation development after drastic techniques to mitigate effects of nitrogen deposition,user2
644,Soil reinforcement provided by the root system of grapevines: Quantification and spatial variability,user3
645,"""Solution structure of the PHD domain from the KAP‐1 corepressor: structural determinants for PHD",user2
646,Solution- and Solid-Phase Synthesis of Components for Tethered Bilayer Membranes,test
647,Solvability of a model for monomer–monomer surface reactions,user3
648,Some cues are more equal than others: Cue plausibility for false alarms in baggage screening,user2
649,Some remarks concerning theories with recursively enumerable complements,user3
650,Sorption of phenol by modified schungites,user1
651,"""Sounding the Limits of Life: Essays in the Anthropology of Biology and Beyond. Stefan Helmreich. Princeton",test
652,Sources and Mycoflora associated with some sundried vegetables in storage,user1
653,Spatial Vision in Bombus terrestris,user2
654,"""Spatial analysis of bovine spongiform encephalopathy in Galicia",user2
655,Spatial distribution of insect indicator taxa as a basis for peat bog conservation planning,test
656,Spatio-temporal changes of terrestrial isopod assemblages (Isopoda: Oniscidea) in a fen undergoing succession,user1
657,Spatiotemporal distribution of facilitation and inhibition of return arising from the reflexive orienting of covert attention.,user3
658,Specialist registrars' emotional responses to a patient's death,user3
659,Specific interactions between zinc metalloproteinase and its inhibitors: Ab initio fragment molecular orbital calculations,user2
660,Specification problems with information content of earnings: revisions and rationality of expectations and self‐selection bias,user2
661,Spectral Dependence of the Internal Quantum Efficiency of Organic Solar Cells: Effect of Charge Generation Pathways,user3
662,Spectroscopic Characterization and Biological Activity of Salicylaldehyde Thiazolyl Hydrazone Ligands and their Metal Complexes,user3
663,Spectroscopic measurement of the refractive index of ion-implanted diamond,user2
664,Spherical whispering‐gallery‐mode microresonators,user3
665,Spill-over Effects of Affirmative Action: Political Representation and the Power of the Elderly,user3
666,Spin–orbit configuration interaction study of the ultraviolet photofragmentation of XeH+,user1
667,Spitzer Space Telescope Spectroscopy of Ices toward Low-Mass Embedded Protostars*,user3
668,Spontaneous co-assembly of lactoferrin and β-lactoglobulin as a promising biocarrier for vitamin B9,test
669,Spreading of a Water Drop Triggered by the Surface Tension Gradient Created by the Localized Addition of a Surfactant,user2
670,Stability of Affine G-varieties and Irreducibility in Reductive Groups,user2
671,Stabilization of the Trigonal High-Temperature Phase of Formamidinium Lead Iodide,user2
672,"""Staff Member Reactions to Same-Gender",user3
673,"""Stark fluorescence spectroscopy on peridinin–chlorophyll–protein complex of dinoflagellate",user3
674,Statistical procedures for determining the extent of cognitive change following concussion,test
675,Statistically robust 2-D visual servoing,test
676,Steady-State and Small-Signal Analysis of A-Source Converter,user3
677,Steam batch thermal processes in unsteady state conditions: Modelling and application to a case study in the food industry,user2
678,Stigmergy-based modeling to discover urban activity patterns from positioning data,user1
679,Stochastic modeling of direct radiation transmission in particle-laden turbulent flow,test
680,Stopping cross-section measurements of 4He in TiN1.1O0.27,user1
681,Strategies offering protection from the toxic effects of anticancer treatments with a focus on chemoprotective agents,test
682,Structural Characterization of a Model Gram-Negative Bacterial Surface Using Lipopolysaccharides from Rough Strains of Escherichia coli,test
683,Structural Insights into the Molecular Mechanism of Vitamin D Receptor Activation by Lithocholic Acid Involving a New Mode of Ligand Recognition,user1
684,Structural Requirements for the Substrates of the H+/Peptide Cotransporter PEPT2 Determined by Three-Dimensional Quantitative Structure−Activity Relationship Analysis,user3
685,"""Structural analysis and biological activities of BXL0124",user3
686,Structural analysis identifies an escape route from the adverse lipogenic effects of liver X receptor ligands,test
687,Structural and Topographic Aspects of Degenerative Dementia: Diagnostic Considerations,test
688,Structural and gas sensing properties of ex-situ oxidized Sn grown by thermal evaporation,user2
689,"""Structure Elucidation",test
690,Structure and Analysis of a Complex between SUMO and Ubc9 Illustrates Features of a Conserved E2-Ubl Interaction,user3
691,Structure of the C-terminal RING Finger from a RING-IBR-RING/TRIAD Motif Reveals a Novel Zinc-binding Domain Distinct from a RING,user3
692,Stucco panels of Room VI in the Galleria Borghese (Rome): Physical–chemical analysis and microclimate characterization,user1
693,Studies on electrochemical deposition and physicochemical properties of nanocrystalline Ni‐Mo alloys,test
694,Study of gas-sheared liquid film in horizontal rectangular duct using high-speed LIF technique: Three-dimensional wavy structure and its relation to liquid entrainment,user1
695,Study of mechanical properties of corroded steels embedded concrete with the modified surface length,test
696,"""Study of the bonding properties of the bis[2-(3",user2
697,Study of the impacts of droplets deposited from the gas core onto a gas-sheared liquid film,user2
698,Study of the neural basis of striatal modulation of the jaw-opening reflex,user3
699,"""Study of the rust penetration and circumferential stresses in reinforced concrete at early stages of an accelerated corrosion test by means of combined SEM",user2
700,Stueckelberg massive electromagnetism in curved spacetime: Hadamard renormalization of the stress-energy tensor and the Casimir effect,test
701,Stueckelberg massive electromagnetism in de Sitter and anti–de Sitter spacetimes: Two-point functions and renormalized stress-energy tensors,user2
